Serial No.,Flight Company,Flight ID,City Pair,Airports Pair,IATA Code Pair,Date,Class,Price (INR),Departure Time,Arrival Time
2653,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-30,Economy,3345,11:45,15:45
2654,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-30,Business,5853,11:45,15:45
2655,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-30,First,8362,11:45,15:45
2656,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-16,Economy,7467,14:30,15:30
2657,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-16,Business,13067,14:30,15:30
2658,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-16,First,18667,14:30,15:30
2659,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-11,Economy,7691,09:15,10:15
2660,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-11,Business,13459,09:15,10:15
2661,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-11,First,19227,09:15,10:15
2662,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-11-07,Economy,6871,20:00,00:00
2663,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-11-07,Business,12024,20:00,00:00
2664,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-11-07,First,17177,20:00,00:00
2665,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-06-26,Economy,3457,20:45,00:45
2666,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-06-26,Business,6049,20:45,00:45
2667,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-06-26,First,8642,20:45,00:45
2668,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-15,Economy,4802,05:15,07:15
2669,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-15,Business,8403,05:15,07:15
2670,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-15,First,12005,05:15,07:15
2671,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-06-07,Economy,3807,14:15,18:15
2672,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-06-07,Business,6662,14:15,18:15
2673,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-06-07,First,9517,14:15,18:15
2674,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-16,Economy,6738,15:45,17:45
2675,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-16,Business,11791,15:45,17:45
2676,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-16,First,16845,15:45,17:45
2677,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-05,Economy,4907,18:00,19:00
2678,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-05,Business,8587,18:00,19:00
2679,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-05,First,12267,18:00,19:00
2680,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-04-19,Economy,7131,21:45,23:45
2681,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-04-19,Business,12479,21:45,23:45
2682,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-04-19,First,17827,21:45,23:45
2683,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-09,Economy,6145,13:00,14:00
2684,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-09,Business,10753,13:00,14:00
2685,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-09,First,15362,13:00,14:00
2686,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-25,Economy,4483,19:45,21:45
2687,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-25,Business,7845,19:45,21:45
2688,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-25,First,11207,19:45,21:45
2689,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-02-18,Economy,7115,00:15,04:15
2690,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-02-18,Business,12451,00:15,04:15
2691,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-02-18,First,17787,00:15,04:15
2692,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-15,Economy,7253,22:30,00:30
2693,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-15,Business,12692,22:30,00:30
2694,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-01-15,First,18132,22:30,00:30
2695,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-03-07,Economy,3736,12:00,16:00
2696,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-03-07,Business,6538,12:00,16:00
2697,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2026-03-07,First,9340,12:00,16:00
2698,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-04,Economy,4914,13:00,16:00
2699,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-04,Business,8599,13:00,16:00
2700,Akasa Air,QP4848,Kolkata - Jaipur,Netaji Subhash Chandra Bose International Airport - Jaipur International Airport,CCU - JAI,2025-09-04,First,12285,13:00,16:00
2701,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-07-11,Economy,5515,12:30,15:30
2702,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-07-11,Business,9651,12:30,15:30
2703,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-07-11,First,13787,12:30,15:30
2704,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-30,Economy,6639,09:30,12:30
2705,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-30,Business,11618,09:30,12:30
2706,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-30,First,16597,09:30,12:30
2707,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-26,Economy,4835,16:30,20:30
2708,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-26,Business,8461,16:30,20:30
2709,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-26,First,12087,16:30,20:30
2710,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-05,Economy,5881,12:30,15:30
2711,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-05,Business,10291,12:30,15:30
2712,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-05,First,14702,12:30,15:30
2713,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-28,Economy,6602,17:00,21:00
2714,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-28,Business,11553,17:00,21:00
2715,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-28,First,16505,17:00,21:00
2716,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-01,Economy,6997,19:45,22:45
2717,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-01,Business,12244,19:45,22:45
2718,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-01,First,17492,19:45,22:45
2719,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-02,Economy,3276,16:15,20:15
2720,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-02,Business,5733,16:15,20:15
2721,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-02,First,8190,16:15,20:15
2722,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-03-13,Economy,3272,11:00,13:00
2723,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-03-13,Business,5726,11:00,13:00
2724,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-03-13,First,8180,11:00,13:00
2725,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-14,Economy,6728,08:30,09:30
2726,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-14,Business,11774,08:30,09:30
2727,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-09-14,First,16820,08:30,09:30
2728,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-30,Economy,4746,12:45,16:45
2729,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-30,Business,8305,12:45,16:45
2730,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-30,First,11865,12:45,16:45
2731,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-15,Economy,5403,19:30,21:30
2732,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-15,Business,9455,19:30,21:30
2733,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-15,First,13507,19:30,21:30
2734,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-08-21,Economy,3774,10:00,14:00
2735,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-08-21,Business,6604,10:00,14:00
2736,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-08-21,First,9435,10:00,14:00
2737,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-02-10,Economy,6810,12:45,13:45
2738,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-02-10,Business,11917,12:45,13:45
2739,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-02-10,First,17025,12:45,13:45
2740,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-19,Economy,6405,22:30,00:30
2741,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-19,Business,11208,22:30,00:30
2742,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-10-19,First,16012,22:30,00:30
2743,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-26,Economy,3207,11:45,13:45
2744,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-26,Business,5612,11:45,13:45
2745,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-26,First,8017,11:45,13:45
2746,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-03,Economy,6542,05:30,08:30
2747,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-03,Business,11448,05:30,08:30
2748,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2026-01-03,First,16355,05:30,08:30
2749,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-23,Economy,7948,19:15,21:15
2750,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-23,Business,13909,19:15,21:15
2751,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-23,First,19870,19:15,21:15
2752,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-12-28,Economy,5486,11:30,13:30
2753,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-12-28,Business,9600,11:30,13:30
2754,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-12-28,First,13715,11:30,13:30
2755,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-11-08,Economy,5699,15:00,19:00
2756,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-11-08,Business,9973,15:00,19:00
2757,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-11-08,First,14247,15:00,19:00
2758,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-29,Economy,6558,22:45,00:45
2759,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-29,Business,11476,22:45,00:45
2760,Akasa Air,QP3310,Kolkata - Mumbai,Netaji Subhash Chandra Bose International Airport - Chhatrapati Shivaji International Airport,CCU - BOM,2025-06-29,First,16395,22:45,00:45
2761,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-06,Economy,7588,03:45,06:45
2762,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-06,Business,13279,03:45,06:45
2763,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-06,First,18970,03:45,06:45
2764,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-03-29,Economy,6394,09:15,13:15
2765,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-03-29,Business,11189,09:15,13:15
2766,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-03-29,First,15985,09:15,13:15
2767,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-04-24,Economy,6499,22:15,00:15
2768,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-04-24,Business,11373,22:15,00:15
2769,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-04-24,First,16247,22:15,00:15
2770,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-23,Economy,5217,14:45,17:45
2771,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-23,Business,9129,14:45,17:45
2772,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-23,First,13042,14:45,17:45
2773,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-06,Economy,7300,19:00,20:00
2774,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-06,Business,12775,19:00,20:00
2775,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-06,First,18250,19:00,20:00
2776,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-09,Economy,5482,23:00,03:00
2777,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-09,Business,9593,23:00,03:00
2778,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-09,First,13705,23:00,03:00
2779,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-01,Economy,4099,00:45,03:45
2780,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-01,Business,7173,00:45,03:45
2781,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-01,First,10247,00:45,03:45
2782,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-24,Economy,7623,08:00,12:00
2783,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-24,Business,13340,08:00,12:00
2784,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-24,First,19057,08:00,12:00
2785,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-18,Economy,6345,10:30,12:30
2786,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-18,Business,11103,10:30,12:30
2787,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-18,First,15862,10:30,12:30
2788,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-08-09,Economy,7590,07:00,09:00
2789,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-08-09,Business,13282,07:00,09:00
2790,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-08-09,First,18975,07:00,09:00
2791,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-29,Economy,6525,13:30,16:30
2792,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-29,Business,11418,13:30,16:30
2793,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-29,First,16312,13:30,16:30
2794,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-06,Economy,5065,22:30,00:30
2795,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-06,Business,8863,22:30,00:30
2796,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-06,First,12662,22:30,00:30
2797,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-31,Economy,4771,23:15,01:15
2798,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-31,Business,8349,23:15,01:15
2799,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-31,First,11927,23:15,01:15
2800,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-09,Economy,3108,14:45,15:45
2801,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-09,Business,5439,14:45,15:45
2802,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-09,First,7770,14:45,15:45
2803,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-30,Economy,6729,10:00,14:00
2804,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-30,Business,11775,10:00,14:00
2805,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-30,First,16822,10:00,14:00
2806,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-10,Economy,5864,08:30,10:30
2807,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-10,Business,10262,08:30,10:30
2808,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-10,First,14660,08:30,10:30
2809,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-25,Economy,3365,03:45,04:45
2810,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-25,Business,5888,03:45,04:45
2811,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-25,First,8412,03:45,04:45
2812,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-12,Economy,7380,20:30,21:30
2813,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-12,Business,12915,20:30,21:30
2814,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-12,First,18450,20:30,21:30
2815,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-23,Economy,6769,10:45,12:45
2816,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-23,Business,11845,10:45,12:45
2817,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-23,First,16922,10:45,12:45
2818,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-05,Economy,4720,19:30,23:30
2819,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-05,Business,8260,19:30,23:30
2820,Akasa Air,QP9668,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-05,First,11800,19:30,23:30
2821,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-06-26,Economy,4583,09:45,11:45
